,DiskAngle,DeltaCable
0,0,0.0
1,0.008726646259971648,0.0024929800426747306
2,0.017453292519943295,0.009998487217661278
3,0.026179938779914945,0.02253963929880598
4,0.03490658503988659,0.04011656932889096
5,0.04363323129985824,0.06270597094690444
6,0.05235987755982988,0.09026112878528991
7,0.06108652381980153,0.12271243581916735
8,0.06981317007977318,0.1599683760663133
9,0.07853981633974483,0.20191692929142846
10,0.08726646259971647,0.24842733615539814
11,0.09599310885968812,0.2993521489129556
12,0.10471975511965977,0.35452948505006887
13,0.11344640137963141,0.41378539927286084
14,0.12217304763960306,0.4769362925403584
15,0.1308996938995747,0.5437912844508404
16,0.13962634015954636,0.6141544860524384
17,0.14835298641951802,0.6878271227704644
18,0.15707963267948968,0.764609470414193
19,0.16580627893946134,0.844302580118157
20,0.174532925199433,0.9267097798107145
21,0.18325957145940466,1.0116379498784625
22,0.19198621771937632,1.0988985788519976
23,0.20071286397934798,1.1883086111280967
24,0.20943951023931964,1.2796911030740148
25,0.2181661564992913,1.3728757065422599
26,0.22689280275926296,1.4676990001244121
27,0.23561944901923462,1.5640046886750412
28,0.24434609527920628,1.661643691013257
29,0.2530727415391779,1.760474134507163
30,0.2617993877991496,1.8603612736728081
31,0.27052603405912123,1.9611773481444708
32,0.2792526803190929,2.0628013935261187
33,0.28797932657906455,2.165119016811399
34,0.2967059728390362,2.2680221463267323
35,0.3054326190990079,2.371408764551539
36,0.31415926535897953,2.4751826307240634
37,0.3228859116189512,2.579252998860607
38,0.33161255787892285,2.683534335699278
39,0.3403392041388945,2.787946042119067
40,0.3490658503988662,2.8924121807703074
41,0.35779249665883783,2.996861211969147
42,0.3665191429188095,3.1012257393414444
43,0.37524578917878115,3.205442266237064
44,0.3839724354387528,3.3094509635584046
45,0.3926990816987245,3.4131954493452383
46,0.40142572795869613,3.516622580219696
47,0.4101523742186678,3.6196822546095646
48,0.41887902047863945,3.7223272275265202
49,0.4276056667386111,3.8245129365705566
50,0.43633231299858277,3.9261973387555997
51,0.44505895925855443,4.027340757698781
52,0.4537856055185261,4.127905740682657
53,0.46251225177849775,4.227856925080779
54,0.4712388980384694,4.327160913630472
55,0.47996554429844107,4.425786158038889
56,0.48869219055841273,4.523702850417372
57,0.4974188368183844,4.620882822053375
58,0.506145483078356,4.717299449046919
59,0.5148721293383277,4.812927564358809
60,0.5235987755982994,4.9077433758394235
61,0.532325421858271,5.001724389830045
62,0.5410520681182427,5.0948493399510895
63,0.5497787143782144,5.187098120714879
64,0.558505360638186,5.278451725623029
65,0.5672320068981577,5.368892189430085
66,0.5759586531581293,5.458402534276445
67,0.584685299418101,5.546966719413227
68,0.5934119456780726,5.6345695942612295
69,0.6021385919380443,5.721196854563971
70,0.610865238198016,5.806835001411812
71,0.6195918844579876,5.891471302930185
72,0.6283185307179593,5.975093758439897
73,0.637045176977931,6.057691064911488
74,0.6457718232379026,6.139252585548533
75,0.6544984694978743,6.219768320346972
76,0.6632251157578459,6.299228878488947
77,0.6719517620178176,6.377625452439759
78,0.6806784082777892,6.4549497936266675
79,0.6894050545377609,6.531194189586785
80,0.6981317007977326,6.606351442480204
81,0.7068583470577042,6.680414848871557
82,0.7155849933176759,6.753378180690824
83,0.7243116395776475,6.825235667290599
84,0.7330382858376192,6.895981978523096
85,0.7417649320975909,6.965612208765833
86,0.7504915783575625,7.034121861830201
87,0.7592182246175342,7.101506836691669
88,0.7679448708775058,7.167763413985355
89,0.7766715171374775,7.232888243214049
90,0.7853981633974492,7.296878330620245
91,0.7941248096574208,7.359731027676901
92,0.8028514559173925,7.42144402015488
93,0.8115781021773641,7.48201531772817
94,0.8203047484373358,7.541443244080675
95,0.8290313946973075,7.599726427480867
96,0.8377580409572791,7.656863791793164
97,0.8464846872172508,7.712854547896782
98,0.8552113334772224,7.767698185485216
99,0.8639379797371941,7.821394465221097
100,0.8726646259971658,7.873943411223024
101,0.8813912722571374,7.925345303862628
102,0.8901179185171091,7.975600672851591
103,0.8988445647770807,8.024710290599707
104,0.9075712110370524,8.072675165826425
105,0.9162978572970241,8.119496537409468
106,0.9250245035569957,8.16517586845535
107,0.9337511498169674,8.209714840577334
108,0.942477796076939,8.253115348367857
109,0.9512044423369107,8.295379494052938
110,0.9599310885968824,8.336509582316864
111,0.968657734856854,8.376508115286775
112,0.9773843811168257,8.415377787666792
113,0.9861110273767973,8.453121482012534
114,0.994837673636769,8.489742264137242
115,1.0035643198967406,8.525243378641399
116,1.012290966156712,8.559628244558311
117,1.0210176124166837,8.592900451108541
118,1.0297442586766552,8.625063753556667
119,1.0384709049366267,8.656122069164162
